partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",24,24,24,24,23
"JUSTICIALISTA (2)",324,327,583,356,341
"UNIÓN CÍVICA RADICAL (3)",602,575,575,576,554
"MOVIMIENTO SIEMPRE CORRIENTES (4)",27,25,25,25,26
"DEMÓCRATA CRISTIANO (5)",15,15,16,17,17
"DE LA CONCERTACIÓN - FORJA (7)",35,31,31,29,28
"FEDERAL (8)",48,49,-,51,51
"DEMÓCRATA PROGRESISTA (9)",31,27,28,26,27
"RENOVADOR FEDERAL (10)",40,43,44,52,53
"LADRILLEROS UNIDOS (11)",26,26,25,24,24
"COMUNISTA (12)",13,10,-,13,13
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",21,21,21,21,21
"ACCIÓN POR CORRIENTES (14)",8,5,5,5,5
"UNIDOS POR CORRIENTES (15)",18,18,18,18,16
"LABORISTA AUTÓNOMO (17)",9,7,7,8,6
"ELI - ENCUENTRO LIBERAL (18)",154,151,153,150,150
"CAMBIO POPULAR (19)",45,46,46,54,52
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",2,2,-,0,0
"CONVOCATORIA POPULAR (21)",10,10,-,11,11
"FE (23)",3,3,3,3,3
"NUESTRA CAUSA (24)",15,15,15,15,15
"UNION POPULAR (25)",37,37,37,35,36
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",1,1,1,1,1
"ENCUENTRO CORRELIGIONARIO (27)",32,30,30,31,30
"CAMBIO AUSTERIDAD Y PROGRESO (28)",18,15,16,16,17
"DEL TRABAJO Y DEL PUEBLO (29)",4,4,4,5,5
"CIUDADANOS A GOBERNAR (30)",35,33,33,33,31
"CONSERVADOR POPULAR (31)",13,13,13,12,12
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",16,16,16,15,15
"NUEVO PAIS (33)",55,59,-,63,62
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",12,12,12,13,12
"TERCERA POSICIÓN (35)",25,25,25,26,25
"UNIÓN CORRENTINA (37)",14,14,14,16,14
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",32,30,30,31,31
"UNIÓN PARA EL DESARROLLO (42)",41,40,40,38,38
"NORTE GRANDE (43)",19,19,19,20,18
"ACCIÓN POR LA REPÚBLICA (44)",16,14,14,14,15
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",7,6,-,7,-
"VAMOS CORRIENTES (46)",54,50,49,45,47
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",30,27,26,28,27
"PARTIDO AGRARIO Y SOCIAL (49)",5,5,-,6,5
"SOCIALISTA (50)",21,19,20,21,19
"LIBERAL (51)",68,67,67,66,65
"AUTONOMISTA (52)",158,150,150,177,184
"DE LA VICTORIA (54)",17,15,15,21,21
"PROYECTO CORRIENTES (57)",75,81,-,92,89
"PRO - PROPUESTA REPUBLICANA (64)",82,79,80,75,71
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",18,19,18,20,19
"NUEVO (90)",17,14,13,13,13
"POPULAR CORRENTINO (169)",67,61,62,59,60
"CRECER CON TODOS (170)",27,22,24,23,21
"UNIÓN CELESTE Y BLANCO (173)",38,38,-,40,41
"COMPROMISO CORRENTINO (175)",9,9,-,9,10
"KOLINA (192)",22,23,23,26,25
"MOVIMIENTO LIBRES DEL SUR (40)",-,-,-,19,19
"Votos en Blanco",108,193,200,76,136
"Votos Nulos",29,22,22,22,22
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
