partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",33,29,29,30,28
"JUSTICIALISTA (2)",505,515,672,516,506
"UNIÓN CÍVICA RADICAL (3)",462,445,443,523,498
"MOVIMIENTO SIEMPRE CORRIENTES (4)",19,19,18,19,17
"DEMÓCRATA CRISTIANO (5)",27,27,27,27,27
"DE LA CONCERTACIÓN - FORJA (7)",43,42,42,42,41
"FEDERAL (8)",2,2,-,2,2
"DEMÓCRATA PROGRESISTA (9)",35,35,34,-,-
"RENOVADOR FEDERAL (10)",30,31,31,31,27
"LADRILLEROS UNIDOS (11)",41,41,41,41,40
"COMUNISTA (12)",17,22,-,22,22
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",19,19,19,19,17
"ACCIÓN POR CORRIENTES (14)",37,37,37,36,36
"UNIDOS POR CORRIENTES (15)",31,31,31,30,30
"LABORISTA AUTÓNOMO (17)",20,20,20,-,-
"ELI - ENCUENTRO LIBERAL (18)",247,244,245,247,242
"CAMBIO POPULAR (19)",49,50,51,51,51
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",0,0,-,0,0
"CONVOCATORIA POPULAR (21)",32,33,-,32,32
"FE (23)",4,4,4,4,4
"NUESTRA CAUSA (24)",6,6,6,6,6
"UNION POPULAR (25)",52,49,53,65,61
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",38,39,39,40,39
"ENCUENTRO CORRELIGIONARIO (27)",17,15,16,15,15
"CAMBIO AUSTERIDAD Y PROGRESO (28)",9,9,9,9,9
"DEL TRABAJO Y DEL PUEBLO (29)",7,8,8,9,9
"CIUDADANOS A GOBERNAR (30)",16,16,15,16,15
"CONSERVADOR POPULAR (31)",7,7,7,7,7
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",25,24,24,24,28
"NUEVO PAIS (33)",8,8,-,8,8
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",39,39,38,-,-
"TERCERA POSICIÓN (35)",9,9,9,9,9
"UNIÓN CORRENTINA (37)",21,21,21,21,21
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",9,9,9,9,9
"UNIÓN PARA EL DESARROLLO (42)",9,9,9,9,9
"NORTE GRANDE (43)",7,6,6,6,6
"ACCIÓN POR LA REPÚBLICA (44)",24,24,24,24,22
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",1,1,-,0,0
"VAMOS CORRIENTES (46)",15,15,14,14,14
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",58,56,55,56,55
"PARTIDO AGRARIO Y SOCIAL (49)",17,17,-,16,16
"SOCIALISTA (50)",18,16,15,17,15
"LIBERAL (51)",98,95,95,95,94
"AUTONOMISTA (52)",70,79,78,85,107
"DE LA VICTORIA (54)",15,15,15,16,16
"PROYECTO CORRIENTES (57)",15,15,-,16,15
"PRO - PROPUESTA REPUBLICANA (64)",32,31,31,31,31
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",14,15,15,16,15
"NUEVO (90)",20,20,20,20,20
"POPULAR CORRENTINO (169)",77,74,74,77,76
"CRECER CON TODOS (170)",23,23,24,26,26
"UNIÓN CELESTE Y BLANCO (173)",68,68,-,68,58
"COMPROMISO CORRENTINO (175)",2,2,-,1,1
"KOLINA (192)",24,25,21,26,27
"MOVIMIENTO LIBRES DEL SUR (40)",-,-,-,15,15
"Votos en Blanco",109,137,154,103,151
"Votos Nulos",43,25,25,26,28
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
