partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",55,47,47,45,46
"JUSTICIALISTA (2)",55,56,166,65,60
"UNIÓN CÍVICA RADICAL (3)",365,344,343,253,256
"MOVIMIENTO SIEMPRE CORRIENTES (4)",21,20,20,18,18
"DEMÓCRATA CRISTIANO (5)",15,14,14,17,16
"DE LA CONCERTACIÓN - FORJA (7)",35,35,34,31,31
"FEDERAL (8)",10,10,-,17,14
"DEMÓCRATA PROGRESISTA (9)",18,17,17,13,14
"RENOVADOR FEDERAL (10)",20,19,19,25,23
"LADRILLEROS UNIDOS (11)",20,20,22,20,22
"COMUNISTA (12)",6,6,-,9,11
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",5,5,5,2,2
"ACCIÓN POR CORRIENTES (14)",13,12,12,11,11
"UNIDOS POR CORRIENTES (15)",19,19,19,17,18
"LABORISTA AUTÓNOMO (17)",15,14,14,14,14
"ELI - ENCUENTRO LIBERAL (18)",48,46,44,44,45
"CAMBIO POPULAR (19)",2,2,2,7,6
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",2,2,-,7,6
"CONVOCATORIA POPULAR (21)",2,2,-,2,-
"FE (23)",1,1,2,3,-
"NUESTRA CAUSA (24)",1,1,1,1,1
"UNION POPULAR (25)",29,30,30,30,31
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",4,3,4,8,5
"ENCUENTRO CORRELIGIONARIO (27)",22,22,21,20,20
"CAMBIO AUSTERIDAD Y PROGRESO (28)",7,7,7,6,6
"DEL TRABAJO Y DEL PUEBLO (29)",14,14,13,16,15
"CIUDADANOS A GOBERNAR (30)",10,9,9,9,9
"CONSERVADOR POPULAR (31)",21,21,20,17,20
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",17,15,15,11,11
"NUEVO PAIS (33)",16,16,-,24,20
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",10,9,10,7,9
"TERCERA POSICIÓN (35)",2,2,3,6,-
"UNIÓN CORRENTINA (37)",20,19,19,18,18
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",15,14,14,14,14
"UNIÓN PARA EL DESARROLLO (42)",3,3,3,3,3
"NORTE GRANDE (43)",10,10,10,10,10
"ACCIÓN POR LA REPÚBLICA (44)",10,10,10,9,10
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",6,7,-,9,8
"VAMOS CORRIENTES (46)",18,18,15,13,13
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",75,67,66,64,64
"PARTIDO AGRARIO Y SOCIAL (49)",15,16,-,18,17
"SOCIALISTA (50)",12,10,10,10,10
"LIBERAL (51)",36,36,36,36,37
"AUTONOMISTA (52)",27,24,23,20,21
"DE LA VICTORIA (54)",9,8,8,11,9
"PROYECTO CORRIENTES (57)",25,24,-,38,33
"PRO - PROPUESTA REPUBLICANA (64)",49,46,44,41,41
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",7,7,8,15,15
"NUEVO (90)",32,32,34,29,29
"POPULAR CORRENTINO (169)",91,87,84,80,81
"CRECER CON TODOS (170)",24,21,21,19,19
"UNIÓN CELESTE Y BLANCO (173)",19,20,-,30,25
"COMPROMISO CORRENTINO (175)",14,13,-,18,18
"KOLINA (192)",24,24,23,25,24
"INTEGRACIÓN CORRENTINA (36)",-,-,-,70,72
"NUEVA CORRIENTES (41)",-,-,-,4,3
"Votos en Blanco",30,96,110,73,98
"Votos Nulos",36,35,36,35,35
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
