partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",18,17,18,17,18
"JUSTICIALISTA (2)",78,74,84,-,6
"UNIÓN CÍVICA RADICAL (3)",307,304,302,321,338
"MOVIMIENTO SIEMPRE CORRIENTES (4)",12,10,11,10,12
"DEMÓCRATA CRISTIANO (5)",0,0,0,-,0
"DE LA CONCERTACIÓN - FORJA (7)",51,50,50,54,49
"FEDERAL (8)",1,1,-,-,1
"DEMÓCRATA PROGRESISTA (9)",9,9,9,9,11
"RENOVADOR FEDERAL (10)",2,3,3,-,2
"LADRILLEROS UNIDOS (11)",4,4,4,4,5
"COMUNISTA (12)",1,1,-,-,1
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",6,2,2,-,2
"ACCIÓN POR CORRIENTES (14)",76,76,77,84,79
"UNIDOS POR CORRIENTES (15)",4,3,3,3,3
"LABORISTA AUTÓNOMO (17)",5,5,5,5,5
"ELI - ENCUENTRO LIBERAL (18)",12,12,12,13,14
"CAMBIO POPULAR (19)",0,0,0,-,0
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",1,1,-,-,1
"CONVOCATORIA POPULAR (21)",5,5,-,-,4
"FE (23)",3,2,1,-,1
"NUESTRA CAUSA (24)",1,1,1,-,1
"UNION POPULAR (25)",19,18,18,59,61
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",6,6,6,-,-
"ENCUENTRO CORRELIGIONARIO (27)",24,24,24,26,24
"CAMBIO AUSTERIDAD Y PROGRESO (28)",6,6,6,3,6
"DEL TRABAJO Y DEL PUEBLO (29)",1,1,1,-,1
"CIUDADANOS A GOBERNAR (30)",3,3,3,3,3
"CONSERVADOR POPULAR (31)",4,3,3,3,3
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",1,1,1,1,1
"NUEVO PAIS (33)",2,2,-,-,3
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",1,1,1,1,1
"TERCERA POSICIÓN (35)",2,2,2,-,1
"UNIÓN CORRENTINA (37)",13,14,14,14,14
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",18,18,18,-,-
"UNIÓN PARA EL DESARROLLO (42)",7,8,8,8,8
"NORTE GRANDE (43)",23,23,23,23,23
"ACCIÓN POR LA REPÚBLICA (44)",12,12,12,12,11
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",4,4,-,-,-
"VAMOS CORRIENTES (46)",6,6,6,6,7
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",16,16,16,17,18
"PARTIDO AGRARIO Y SOCIAL (49)",2,1,-,-,-
"SOCIALISTA (50)",25,23,24,24,25
"LIBERAL (51)",441,435,437,487,448
"AUTONOMISTA (52)",256,257,258,260,257
"DE LA VICTORIA (54)",12,12,13,-,9
"PROYECTO CORRIENTES (57)",5,4,-,-,3
"PRO - PROPUESTA REPUBLICANA (64)",24,24,24,19,21
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",0,0,0,-,0
"NUEVO (90)",6,6,7,8,8
"POPULAR CORRENTINO (169)",20,21,21,26,24
"CRECER CON TODOS (170)",1,1,1,1,2
"UNIÓN CELESTE Y BLANCO (173)",6,6,-,-,5
"COMPROMISO CORRENTINO (175)",2,2,-,-,1
"KOLINA (192)",0,1,0,-,0
"MOVIMIENTO LIBRES DEL SUR (40)",-,-,-,-,0
"Votos en Blanco",41,64,76,84,64
"Votos Nulos",3,3,3,3,3
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
