partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",56,56,56,56,56
"JUSTICIALISTA (2)",62,55,93,30,33
"UNIÓN CÍVICA RADICAL (3)",625,616,623,708,671
"MOVIMIENTO SIEMPRE CORRIENTES (4)",35,35,35,33,32
"DEMÓCRATA CRISTIANO (5)",4,4,4,4,4
"DE LA CONCERTACIÓN - FORJA (7)",106,108,111,112,109
"FEDERAL (8)",6,6,-,4,5
"DEMÓCRATA PROGRESISTA (9)",1,1,1,1,1
"RENOVADOR FEDERAL (10)",7,7,7,6,6
"LADRILLEROS UNIDOS (11)",84,84,84,85,81
"COMUNISTA (12)",6,6,-,0,0
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",2,2,2,2,2
"ACCIÓN POR CORRIENTES (14)",78,75,75,83,80
"UNIDOS POR CORRIENTES (15)",125,124,124,126,126
"LABORISTA AUTÓNOMO (17)",20,19,19,20,18
"ELI - ENCUENTRO LIBERAL (18)",419,414,411,455,446
"CAMBIO POPULAR (19)",1,1,1,-,-
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",5,5,-,5,5
"CONVOCATORIA POPULAR (21)",0,0,-,0,6
"FE (23)",1,1,1,1,1
"NUESTRA CAUSA (24)",1,1,1,1,1
"UNION POPULAR (25)",92,91,91,92,89
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",4,4,3,2,3
"ENCUENTRO CORRELIGIONARIO (27)",20,19,19,19,19
"CAMBIO AUSTERIDAD Y PROGRESO (28)",64,64,64,65,63
"DEL TRABAJO Y DEL PUEBLO (29)",3,3,3,2,3
"CIUDADANOS A GOBERNAR (30)",33,33,34,32,30
"CONSERVADOR POPULAR (31)",66,65,65,70,66
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",25,24,24,25,28
"NUEVO PAIS (33)",0,0,-,3,5
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",91,91,91,95,93
"TERCERA POSICIÓN (35)",6,6,2,2,2
"UNIÓN CORRENTINA (37)",76,73,73,79,77
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",80,76,75,-,-
"UNIÓN PARA EL DESARROLLO (42)",15,15,15,15,14
"NORTE GRANDE (43)",63,63,63,69,67
"ACCIÓN POR LA REPÚBLICA (44)",59,58,57,61,61
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",11,11,-,10,11
"VAMOS CORRIENTES (46)",10,10,9,10,10
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",41,41,41,43,42
"PARTIDO AGRARIO Y SOCIAL (49)",4,4,-,-,18
"SOCIALISTA (50)",27,27,27,27,27
"LIBERAL (51)",124,122,122,116,117
"AUTONOMISTA (52)",43,41,42,41,38
"DE LA VICTORIA (54)",6,7,7,4,5
"PROYECTO CORRIENTES (57)",3,3,-,-,4
"PRO - PROPUESTA REPUBLICANA (64)",27,28,28,27,23
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",5,7,5,5,6
"NUEVO (90)",216,216,216,229,226
"POPULAR CORRENTINO (169)",80,80,80,73,69
"CRECER CON TODOS (170)",41,41,41,37,30
"UNIÓN CELESTE Y BLANCO (173)",12,11,-,9,11
"COMPROMISO CORRENTINO (175)",6,5,-,5,5
"KOLINA (192)",7,7,6,5,8
"Votos en Blanco",85,123,138,85,135
"Votos Nulos",13,13,13,13,14
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
