partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",86,73,71,62,64
"JUSTICIALISTA (2)",104,108,388,128,122
"UNIÓN CÍVICA RADICAL (3)",546,506,498,432,429
"MOVIMIENTO SIEMPRE CORRIENTES (4)",92,86,82,78,83
"DEMÓCRATA CRISTIANO (5)",42,45,45,54,50
"DE LA CONCERTACIÓN - FORJA (7)",49,44,41,39,39
"FEDERAL (8)",49,48,-,70,66
"DEMÓCRATA PROGRESISTA (9)",42,42,43,41,39
"RENOVADOR FEDERAL (10)",36,36,38,43,35
"LADRILLEROS UNIDOS (11)",47,45,45,43,42
"COMUNISTA (12)",17,15,-,28,31
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",24,24,21,25,27
"ACCIÓN POR CORRIENTES (14)",39,38,38,29,29
"UNIDOS POR CORRIENTES (15)",75,68,66,66,65
"LABORISTA AUTÓNOMO (17)",30,28,27,25,25
"ELI - ENCUENTRO LIBERAL (18)",117,110,110,108,107
"CAMBIO POPULAR (19)",19,19,19,27,25
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",15,15,-,27,25
"CONVOCATORIA POPULAR (21)",14,14,-,19,-
"FE (23)",13,13,13,15,-
"NUESTRA CAUSA (24)",9,9,9,13,12
"UNION POPULAR (25)",64,61,61,58,60
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",28,28,29,36,33
"ENCUENTRO CORRELIGIONARIO (27)",61,55,54,50,50
"CAMBIO AUSTERIDAD Y PROGRESO (28)",17,18,18,13,13
"DEL TRABAJO Y DEL PUEBLO (29)",29,29,28,35,33
"CIUDADANOS A GOBERNAR (30)",46,39,40,40,38
"CONSERVADOR POPULAR (31)",31,29,28,27,27
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",32,30,29,28,29
"NUEVO PAIS (33)",50,50,-,68,64
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",24,22,20,16,17
"TERCERA POSICIÓN (35)",6,6,6,7,-
"UNIÓN CORRENTINA (37)",29,28,27,27,26
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",25,25,25,22,22
"UNIÓN PARA EL DESARROLLO (42)",25,25,24,23,23
"NORTE GRANDE (43)",36,34,33,32,32
"ACCIÓN POR LA REPÚBLICA (44)",24,22,23,22,21
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",28,26,-,32,31
"VAMOS CORRIENTES (46)",74,71,71,68,67
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",134,124,121,120,122
"PARTIDO AGRARIO Y SOCIAL (49)",24,25,-,34,30
"SOCIALISTA (50)",30,26,27,26,26
"LIBERAL (51)",51,51,52,50,50
"AUTONOMISTA (52)",51,47,47,41,42
"DE LA VICTORIA (54)",19,19,13,19,13
"PROYECTO CORRIENTES (57)",54,50,-,74,64
"PRO - PROPUESTA REPUBLICANA (64)",36,32,31,29,29
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",6,6,6,7,9
"NUEVO (90)",54,56,58,44,49
"POPULAR CORRENTINO (169)",93,89,89,88,87
"CRECER CON TODOS (170)",18,18,16,13,13
"UNIÓN CELESTE Y BLANCO (173)",20,20,-,20,19
"COMPROMISO CORRENTINO (175)",18,18,-,22,19
"KOLINA (192)",12,12,18,13,11
"INTEGRACIÓN CORRENTINA (36)",-,-,-,40,43
"NUEVA CORRIENTES (41)",-,-,-,3,3
"Votos en Blanco",80,216,246,173,262
"Votos Nulos",59,55,54,57,57
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
