partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",44,40,38,37,37
"JUSTICIALISTA (2)",363,368,575,380,376
"UNIÓN CÍVICA RADICAL (3)",516,482,492,497,455
"MOVIMIENTO SIEMPRE CORRIENTES (4)",41,39,40,40,40
"DEMÓCRATA CRISTIANO (5)",32,31,31,32,31
"DE LA CONCERTACIÓN - FORJA (7)",65,60,60,59,60
"FEDERAL (8)",51,51,-,55,54
"DEMÓCRATA PROGRESISTA (9)",25,20,21,26,22
"RENOVADOR FEDERAL (10)",55,49,49,52,54
"LADRILLEROS UNIDOS (11)",35,29,29,30,27
"COMUNISTA (12)",19,20,-,22,22
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",9,9,10,9,9
"ACCIÓN POR CORRIENTES (14)",4,3,3,3,3
"UNIDOS POR CORRIENTES (15)",7,7,7,7,7
"LABORISTA AUTÓNOMO (17)",18,18,18,19,19
"ELI - ENCUENTRO LIBERAL (18)",131,129,128,126,121
"CAMBIO POPULAR (19)",60,61,61,63,60
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",7,5,-,1,1
"CONVOCATORIA POPULAR (21)",17,18,-,19,20
"FE (23)",0,0,0,0,0
"NUESTRA CAUSA (24)",16,16,16,16,16
"UNION POPULAR (25)",29,29,29,31,29
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",3,3,3,2,2
"ENCUENTRO CORRELIGIONARIO (27)",45,45,44,45,43
"CAMBIO AUSTERIDAD Y PROGRESO (28)",19,17,17,17,19
"DEL TRABAJO Y DEL PUEBLO (29)",5,5,5,6,5
"CIUDADANOS A GOBERNAR (30)",10,10,10,9,9
"CONSERVADOR POPULAR (31)",9,7,7,8,7
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",24,22,24,22,17
"NUEVO PAIS (33)",26,26,-,31,31
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",6,6,6,6,6
"TERCERA POSICIÓN (35)",4,4,4,5,4
"UNIÓN CORRENTINA (37)",4,3,3,3,3
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",11,11,11,11,11
"UNIÓN PARA EL DESARROLLO (42)",11,11,10,10,10
"NORTE GRANDE (43)",11,10,10,10,11
"ACCIÓN POR LA REPÚBLICA (44)",19,18,19,19,18
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",1,1,-,0,-
"VAMOS CORRIENTES (46)",42,39,39,39,39
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",19,18,18,19,16
"PARTIDO AGRARIO Y SOCIAL (49)",4,5,-,6,5
"SOCIALISTA (50)",17,17,17,17,17
"LIBERAL (51)",51,49,48,49,48
"AUTONOMISTA (52)",143,132,132,156,163
"DE LA VICTORIA (54)",30,30,30,31,34
"PROYECTO CORRIENTES (57)",39,44,-,57,52
"PRO - PROPUESTA REPUBLICANA (64)",38,34,36,35,36
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",7,7,7,7,7
"NUEVO (90)",10,10,10,10,10
"POPULAR CORRENTINO (169)",62,54,54,54,71
"CRECER CON TODOS (170)",26,26,26,25,25
"UNIÓN CELESTE Y BLANCO (173)",31,31,-,33,32
"COMPROMISO CORRENTINO (175)",14,14,-,16,15
"KOLINA (192)",11,11,11,18,17
"MOVIMIENTO LIBRES DEL SUR (40)",-,-,-,17,18
"Votos en Blanco",108,199,195,86,139
"Votos Nulos",19,19,19,19,19
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
