partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",75,70,70,73,64
"JUSTICIALISTA (2)",50,47,66,54,46
"UNIÓN CÍVICA RADICAL (3)",412,393,393,409,396
"MOVIMIENTO SIEMPRE CORRIENTES (4)",44,42,42,49,48
"DEMÓCRATA CRISTIANO (5)",3,3,3,3,3
"DE LA CONCERTACIÓN - FORJA (7)",11,11,11,11,10
"FEDERAL (8)",4,4,-,4,3
"DEMÓCRATA PROGRESISTA (9)",18,19,18,20,21
"RENOVADOR FEDERAL (10)",20,19,18,15,17
"LADRILLEROS UNIDOS (11)",30,29,29,33,31
"COMUNISTA (12)",6,7,-,7,7
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",6,6,6,6,6
"ACCIÓN POR CORRIENTES (14)",36,34,35,39,33
"UNIDOS POR CORRIENTES (15)",30,30,30,31,29
"LABORISTA AUTÓNOMO (17)",9,8,8,8,8
"ELI - ENCUENTRO LIBERAL (18)",216,210,209,221,245
"CAMBIO POPULAR (19)",2,1,1,1,1
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",2,3,-,2,2
"CONVOCATORIA POPULAR (21)",5,5,-,4,4
"FE (23)",3,2,3,2,2
"NUESTRA CAUSA (24)",3,3,3,3,3
"UNION POPULAR (25)",31,32,31,33,37
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",3,2,2,2,2
"ENCUENTRO CORRELIGIONARIO (27)",46,46,46,52,49
"CAMBIO AUSTERIDAD Y PROGRESO (28)",39,38,38,39,40
"DEL TRABAJO Y DEL PUEBLO (29)",6,7,5,4,3
"CIUDADANOS A GOBERNAR (30)",22,21,21,23,21
"CONSERVADOR POPULAR (31)",16,15,15,16,17
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",18,18,18,19,18
"NUEVO PAIS (33)",2,2,-,2,2
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",24,24,25,27,27
"TERCERA POSICIÓN (35)",3,3,3,4,8
"UNIÓN CORRENTINA (37)",5,5,5,5,6
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",19,18,18,19,20
"UNIÓN PARA EL DESARROLLO (42)",20,20,20,21,20
"NORTE GRANDE (43)",62,62,64,63,65
"ACCIÓN POR LA REPÚBLICA (44)",27,27,27,29,43
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",0,0,-,0,0
"VAMOS CORRIENTES (46)",33,33,34,34,34
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",28,28,29,28,28
"PARTIDO AGRARIO Y SOCIAL (49)",8,6,-,-,-
"SOCIALISTA (50)",6,6,6,6,6
"LIBERAL (51)",87,85,85,86,85
"AUTONOMISTA (52)",34,34,34,32,32
"DE LA VICTORIA (54)",8,8,8,8,6
"PROYECTO CORRIENTES (57)",4,4,-,3,3
"PRO - PROPUESTA REPUBLICANA (64)",59,58,56,57,58
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",4,4,4,5,4
"NUEVO (90)",321,323,322,347,320
"POPULAR CORRENTINO (169)",57,55,55,35,34
"CRECER CON TODOS (170)",29,29,29,29,28
"UNIÓN CELESTE Y BLANCO (173)",6,6,-,5,5
"COMPROMISO CORRENTINO (175)",4,3,-,4,4
"KOLINA (192)",4,4,4,4,4
"Votos en Blanco",55,106,129,41,69
"Votos Nulos",27,24,24,25,25
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
