partido,gobernador,senadores,diputados
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",3,3,3
"JUSTICIALISTA (2)",87,87,88
"UNIÓN CÍVICA RADICAL (3)",62,62,62
"MOVIMIENTO SIEMPRE CORRIENTES (4)",0,0,0
"DEMÓCRATA CRISTIANO (5)",0,0,0
"DE LA CONCERTACIÓN - FORJA (7)",0,0,0
"FEDERAL (8)",0,0,-
"DEMÓCRATA PROGRESISTA (9)",2,2,2
"RENOVADOR FEDERAL (10)",0,0,0
"LADRILLEROS UNIDOS (11)",0,0,0
"COMUNISTA (12)",0,0,-
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",0,0,0
"ACCIÓN POR CORRIENTES (14)",30,30,30
"UNIDOS POR CORRIENTES (15)",2,2,2
"LABORISTA AUTÓNOMO (17)",0,0,0
"ELI - ENCUENTRO LIBERAL (18)",22,22,22
"CAMBIO POPULAR (19)",0,0,0
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",0,0,-
"CONVOCATORIA POPULAR (21)",0,0,-
"FE (23)",0,0,0
"NUESTRA CAUSA (24)",0,0,0
"UNION POPULAR (25)",1,1,1
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",1,1,1
"ENCUENTRO CORRELIGIONARIO (27)",37,36,36
"CAMBIO AUSTERIDAD Y PROGRESO (28)",0,0,0
"DEL TRABAJO Y DEL PUEBLO (29)",1,1,1
"CIUDADANOS A GOBERNAR (30)",0,0,0
"CONSERVADOR POPULAR (31)",0,0,0
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",0,0,0
"NUEVO PAIS (33)",0,0,-
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",3,3,3
"TERCERA POSICIÓN (35)",0,0,0
"UNIÓN CORRENTINA (37)",0,0,0
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",0,0,0
"UNIÓN PARA EL DESARROLLO (42)",0,0,0
"NORTE GRANDE (43)",0,0,0
"ACCIÓN POR LA REPÚBLICA (44)",1,1,1
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",0,0,-
"VAMOS CORRIENTES (46)",1,1,1
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",1,2,2
"PARTIDO AGRARIO Y SOCIAL (49)",0,0,-
"SOCIALISTA (50)",0,0,0
"LIBERAL (51)",7,7,7
"AUTONOMISTA (52)",2,2,2
"DE LA VICTORIA (54)",1,1,1
"PROYECTO CORRIENTES (57)",0,0,-
"PRO - PROPUESTA REPUBLICANA (64)",3,3,3
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",0,0,0
"NUEVO (90)",2,2,2
"POPULAR CORRENTINO (169)",13,13,13
"CRECER CON TODOS (170)",0,0,0
"UNIÓN CELESTE Y BLANCO (173)",0,0,-
"COMPROMISO CORRENTINO (175)",0,0,-
"KOLINA (192)",1,1,1
"Votos en Blanco",2,1,1
"Votos Nulos",4,5,5
"Votos Recurridos",0,0,0
"Votos de Identidad Impugnada",0,-,-
