partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",69,67,67,69,67
"JUSTICIALISTA (2)",28,28,60,-,-
"UNIÓN CÍVICA RADICAL (3)",258,255,255,250,244
"MOVIMIENTO SIEMPRE CORRIENTES (4)",342,341,342,352,346
"DEMÓCRATA CRISTIANO (5)",6,5,4,-,-
"DE LA CONCERTACIÓN - FORJA (7)",32,30,30,35,26
"FEDERAL (8)",0,0,-,-,-
"DEMÓCRATA PROGRESISTA (9)",39,37,37,39,38
"RENOVADOR FEDERAL (10)",0,0,1,-,-
"LADRILLEROS UNIDOS (11)",22,18,17,19,18
"COMUNISTA (12)",2,2,-,-,-
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",3,3,3,-,-
"ACCIÓN POR CORRIENTES (14)",25,25,24,27,26
"UNIDOS POR CORRIENTES (15)",19,19,19,20,18
"LABORISTA AUTÓNOMO (17)",75,75,75,92,96
"ELI - ENCUENTRO LIBERAL (18)",154,153,153,159,160
"CAMBIO POPULAR (19)",3,3,3,-,-
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",2,2,-,-,-
"CONVOCATORIA POPULAR (21)",3,2,-,-,-
"FE (23)",3,3,3,-,-
"NUESTRA CAUSA (24)",4,4,4,-,-
"UNION POPULAR (25)",161,160,160,165,164
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",2,2,2,-,-
"ENCUENTRO CORRELIGIONARIO (27)",27,25,25,26,25
"CAMBIO AUSTERIDAD Y PROGRESO (28)",4,4,4,4,4
"DEL TRABAJO Y DEL PUEBLO (29)",0,0,0,-,-
"CIUDADANOS A GOBERNAR (30)",31,31,31,31,31
"CONSERVADOR POPULAR (31)",381,379,382,403,401
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",17,16,16,17,18
"NUEVO PAIS (33)",1,1,-,-,-
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",132,129,129,133,130
"TERCERA POSICIÓN (35)",1,0,0,-,-
"UNIÓN CORRENTINA (37)",29,29,29,29,29
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",72,73,73,83,82
"UNIÓN PARA EL DESARROLLO (42)",13,13,13,13,13
"NORTE GRANDE (43)",3,3,3,-,-
"ACCIÓN POR LA REPÚBLICA (44)",61,59,59,62,62
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",0,0,-,-,-
"VAMOS CORRIENTES (46)",306,300,298,313,302
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",7,7,7,8,18
"PARTIDO AGRARIO Y SOCIAL (49)",24,23,-,-,-
"SOCIALISTA (50)",13,13,13,13,18
"LIBERAL (51)",99,97,97,100,98
"AUTONOMISTA (52)",60,60,62,48,49
"DE LA VICTORIA (54)",2,2,2,-,-
"PROYECTO CORRIENTES (57)",2,2,-,-,-
"PRO - PROPUESTA REPUBLICANA (64)",28,28,28,23,25
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",0,0,0,-,-
"NUEVO (90)",109,106,105,109,102
"POPULAR CORRENTINO (169)",479,476,476,485,476
"CRECER CON TODOS (170)",15,15,15,16,16
"UNIÓN CELESTE Y BLANCO (173)",3,3,-,-,-
"COMPROMISO CORRENTINO (175)",1,1,-,-,-
"KOLINA (192)",1,1,1,-,-
"Votos en Blanco",86,167,171,155,203
"Votos Nulos",62,24,23,23,16
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
