partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",12,12,12,12,12
"JUSTICIALISTA (2)",78,78,132,74,76
"UNIÓN CÍVICA RADICAL (3)",568,562,561,573,559
"MOVIMIENTO SIEMPRE CORRIENTES (4)",14,14,14,14,14
"DEMÓCRATA CRISTIANO (5)",2,2,2,2,2
"DE LA CONCERTACIÓN - FORJA (7)",4,4,4,4,4
"FEDERAL (8)",5,5,-,5,5
"DEMÓCRATA PROGRESISTA (9)",10,10,9,10,9
"RENOVADOR FEDERAL (10)",5,5,5,4,3
"LADRILLEROS UNIDOS (11)",5,5,5,5,5
"COMUNISTA (12)",5,5,-,5,5
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",5,5,5,5,5
"ACCIÓN POR CORRIENTES (14)",9,9,9,9,9
"UNIDOS POR CORRIENTES (15)",11,11,11,11,11
"LABORISTA AUTÓNOMO (17)",5,5,5,5,5
"ELI - ENCUENTRO LIBERAL (18)",10,10,10,10,10
"CAMBIO POPULAR (19)",1,1,1,-,-
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",4,4,-,0,0
"CONVOCATORIA POPULAR (21)",0,0,-,0,0
"FE (23)",3,3,3,3,3
"NUESTRA CAUSA (24)",7,7,7,7,7
"UNION POPULAR (25)",4,4,4,4,4
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",6,6,6,6,6
"ENCUENTRO CORRELIGIONARIO (27)",24,24,24,24,24
"CAMBIO AUSTERIDAD Y PROGRESO (28)",6,6,6,6,6
"DEL TRABAJO Y DEL PUEBLO (29)",2,2,2,2,2
"CIUDADANOS A GOBERNAR (30)",7,7,7,7,7
"CONSERVADOR POPULAR (31)",3,3,3,4,4
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",4,4,5,5,5
"NUEVO PAIS (33)",7,7,-,6,6
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",12,12,12,12,12
"TERCERA POSICIÓN (35)",15,15,14,13,14
"UNIÓN CORRENTINA (37)",16,15,15,16,17
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",11,11,11,11,11
"UNIÓN PARA EL DESARROLLO (42)",16,15,15,17,15
"NORTE GRANDE (43)",22,22,22,23,22
"ACCIÓN POR LA REPÚBLICA (44)",33,33,33,34,34
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",2,2,-,0,0
"VAMOS CORRIENTES (46)",21,21,21,21,21
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",32,31,31,33,31
"PARTIDO AGRARIO Y SOCIAL (49)",0,0,-,-,-
"SOCIALISTA (50)",34,34,34,34,34
"LIBERAL (51)",34,34,34,36,34
"AUTONOMISTA (52)",22,22,22,22,22
"DE LA VICTORIA (54)",14,14,14,13,14
"PROYECTO CORRIENTES (57)",38,38,-,46,50
"PRO - PROPUESTA REPUBLICANA (64)",44,44,44,44,43
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",11,11,11,11,11
"NUEVO (90)",13,12,12,13,12
"POPULAR CORRENTINO (169)",43,43,42,43,43
"CRECER CON TODOS (170)",50,50,50,50,47
"UNIÓN CELESTE Y BLANCO (173)",16,16,-,15,15
"COMPROMISO CORRENTINO (175)",9,9,-,10,10
"KOLINA (192)",38,38,38,40,39
"MOVIMIENTO LIBRES DEL SUR (40)",-,-,-,7,7
"Votos en Blanco",68,78,113,54,74
"Votos Nulos",7,7,7,7,7
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
