partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",40,39,38,37,37
"JUSTICIALISTA (2)",45,45,168,52,49
"UNIÓN CÍVICA RADICAL (3)",251,247,243,193,193
"MOVIMIENTO SIEMPRE CORRIENTES (4)",40,37,37,35,33
"DEMÓCRATA CRISTIANO (5)",16,16,16,16,18
"DE LA CONCERTACIÓN - FORJA (7)",37,34,31,31,31
"FEDERAL (8)",17,18,-,24,23
"DEMÓCRATA PROGRESISTA (9)",12,12,12,11,11
"RENOVADOR FEDERAL (10)",14,13,13,18,15
"LADRILLEROS UNIDOS (11)",30,29,28,28,28
"COMUNISTA (12)",17,18,-,18,21
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",10,11,11,9,9
"ACCIÓN POR CORRIENTES (14)",18,17,15,16,16
"UNIDOS POR CORRIENTES (15)",41,39,39,35,34
"LABORISTA AUTÓNOMO (17)",14,14,14,13,13
"ELI - ENCUENTRO LIBERAL (18)",45,43,42,42,43
"CAMBIO POPULAR (19)",3,3,3,5,5
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",7,7,-,8,7
"CONVOCATORIA POPULAR (21)",3,2,-,4,-
"FE (23)",17,17,17,19,-
"NUESTRA CAUSA (24)",7,8,8,12,12
"UNION POPULAR (25)",33,30,30,27,29
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",4,5,5,7,6
"ENCUENTRO CORRELIGIONARIO (27)",11,10,10,11,12
"CAMBIO AUSTERIDAD Y PROGRESO (28)",7,8,9,7,6
"DEL TRABAJO Y DEL PUEBLO (29)",7,7,7,9,9
"CIUDADANOS A GOBERNAR (30)",24,23,24,23,23
"CONSERVADOR POPULAR (31)",8,8,8,8,8
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",20,17,17,16,16
"NUEVO PAIS (33)",12,12,-,14,15
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",7,7,7,7,7
"TERCERA POSICIÓN (35)",3,4,4,4,-
"UNIÓN CORRENTINA (37)",15,15,15,15,15
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",14,15,14,13,13
"UNIÓN PARA EL DESARROLLO (42)",7,7,7,6,6
"NORTE GRANDE (43)",3,3,3,3,3
"ACCIÓN POR LA REPÚBLICA (44)",26,22,20,22,21
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",3,3,-,5,4
"VAMOS CORRIENTES (46)",13,13,13,12,12
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",66,65,62,64,65
"PARTIDO AGRARIO Y SOCIAL (49)",22,24,-,23,23
"SOCIALISTA (50)",13,13,13,11,11
"LIBERAL (51)",32,31,31,30,30
"AUTONOMISTA (52)",28,29,28,25,25
"DE LA VICTORIA (54)",7,7,7,7,7
"PROYECTO CORRIENTES (57)",19,18,-,26,23
"PRO - PROPUESTA REPUBLICANA (64)",20,19,19,19,19
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",3,3,3,9,5
"NUEVO (90)",30,30,29,28,29
"POPULAR CORRENTINO (169)",47,45,46,44,43
"CRECER CON TODOS (170)",19,18,18,18,18
"UNIÓN CELESTE Y BLANCO (173)",7,7,-,10,11
"COMPROMISO CORRENTINO (175)",11,12,-,15,14
"KOLINA (192)",10,10,9,10,9
"INTEGRACIÓN CORRENTINA (36)",-,-,-,36,36
"NUEVA CORRIENTES (41)",-,-,-,7,7
"Votos en Blanco",43,90,106,83,122
"Votos Nulos",39,18,18,17,17
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
