partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",36,36,36,36,36
"JUSTICIALISTA (2)",129,126,217,129,138
"UNIÓN CÍVICA RADICAL (3)",729,724,723,731,716
"MOVIMIENTO SIEMPRE CORRIENTES (4)",38,37,37,38,35
"DEMÓCRATA CRISTIANO (5)",6,6,6,6,6
"DE LA CONCERTACIÓN - FORJA (7)",9,9,9,10,9
"FEDERAL (8)",7,7,-,7,7
"DEMÓCRATA PROGRESISTA (9)",18,18,18,18,18
"RENOVADOR FEDERAL (10)",3,4,4,3,3
"LADRILLEROS UNIDOS (11)",28,28,28,28,28
"COMUNISTA (12)",8,8,-,8,8
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",12,12,12,13,12
"ACCIÓN POR CORRIENTES (14)",5,5,5,4,4
"UNIDOS POR CORRIENTES (15)",16,16,16,16,16
"LABORISTA AUTÓNOMO (17)",11,11,11,11,11
"ELI - ENCUENTRO LIBERAL (18)",32,32,32,32,31
"CAMBIO POPULAR (19)",1,1,1,-,-
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",3,3,-,0,0
"CONVOCATORIA POPULAR (21)",0,0,-,0,0
"FE (23)",8,8,8,9,8
"NUESTRA CAUSA (24)",6,6,6,6,6
"UNION POPULAR (25)",30,30,30,30,29
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",11,11,11,10,10
"ENCUENTRO CORRELIGIONARIO (27)",21,21,21,21,21
"CAMBIO AUSTERIDAD Y PROGRESO (28)",5,5,5,5,4
"DEL TRABAJO Y DEL PUEBLO (29)",5,5,5,5,5
"CIUDADANOS A GOBERNAR (30)",7,7,7,7,7
"CONSERVADOR POPULAR (31)",4,4,4,4,4
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",6,6,6,6,6
"NUEVO PAIS (33)",2,2,-,2,2
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",18,18,18,18,18
"TERCERA POSICIÓN (35)",7,7,7,7,7
"UNIÓN CORRENTINA (37)",13,13,13,13,13
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",3,3,3,3,4
"UNIÓN PARA EL DESARROLLO (42)",34,34,34,35,32
"NORTE GRANDE (43)",10,10,10,12,10
"ACCIÓN POR LA REPÚBLICA (44)",10,10,10,10,10
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",0,0,-,0,0
"VAMOS CORRIENTES (46)",13,13,13,13,13
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",11,11,11,12,12
"PARTIDO AGRARIO Y SOCIAL (49)",0,0,-,-,-
"SOCIALISTA (50)",14,14,14,14,13
"LIBERAL (51)",43,43,43,43,43
"AUTONOMISTA (52)",48,49,49,50,50
"DE LA VICTORIA (54)",2,2,2,2,2
"PROYECTO CORRIENTES (57)",43,43,-,46,47
"PRO - PROPUESTA REPUBLICANA (64)",38,38,38,39,39
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",15,15,15,13,13
"NUEVO (90)",31,31,31,32,31
"POPULAR CORRENTINO (169)",38,38,38,38,38
"CRECER CON TODOS (170)",59,59,59,60,59
"UNIÓN CELESTE Y BLANCO (173)",22,22,-,21,22
"COMPROMISO CORRENTINO (175)",5,5,-,5,5
"KOLINA (192)",15,14,13,13,13
"MOVIMIENTO LIBRES DEL SUR (40)",-,-,-,16,16
"Votos en Blanco",62,74,75,44,64
"Votos Nulos",7,3,3,3,3
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
