partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",117,113,114,110,110
"JUSTICIALISTA (2)",100,97,372,125,122
"UNIÓN CÍVICA RADICAL (3)",556,531,528,464,460
"MOVIMIENTO SIEMPRE CORRIENTES (4)",80,78,78,72,71
"DEMÓCRATA CRISTIANO (5)",26,25,24,30,29
"DE LA CONCERTACIÓN - FORJA (7)",40,39,38,34,33
"FEDERAL (8)",53,55,-,73,69
"DEMÓCRATA PROGRESISTA (9)",75,70,67,65,66
"RENOVADOR FEDERAL (10)",26,25,30,33,32
"LADRILLEROS UNIDOS (11)",42,39,38,34,34
"COMUNISTA (12)",24,24,-,28,32
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",25,25,25,21,21
"ACCIÓN POR CORRIENTES (14)",40,38,38,34,34
"UNIDOS POR CORRIENTES (15)",58,53,53,50,49
"LABORISTA AUTÓNOMO (17)",29,29,29,29,29
"ELI - ENCUENTRO LIBERAL (18)",102,102,100,94,95
"CAMBIO POPULAR (19)",14,15,25,17,16
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",12,12,-,18,17
"CONVOCATORIA POPULAR (21)",5,5,-,5,-
"FE (23)",17,16,17,24,-
"NUESTRA CAUSA (24)",5,5,5,10,10
"UNION POPULAR (25)",53,48,46,46,45
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",17,17,17,25,25
"ENCUENTRO CORRELIGIONARIO (27)",67,64,63,61,63
"CAMBIO AUSTERIDAD Y PROGRESO (28)",33,33,33,31,31
"DEL TRABAJO Y DEL PUEBLO (29)",21,23,25,28,26
"CIUDADANOS A GOBERNAR (30)",51,48,47,45,46
"CONSERVADOR POPULAR (31)",17,14,14,13,13
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",36,36,36,33,33
"NUEVO PAIS (33)",27,26,-,28,32
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",28,28,28,27,26
"TERCERA POSICIÓN (35)",4,4,4,6,-
"UNIÓN CORRENTINA (37)",17,17,17,14,13
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",32,31,31,26,25
"UNIÓN PARA EL DESARROLLO (42)",15,16,16,15,16
"NORTE GRANDE (43)",4,4,4,4,4
"ACCIÓN POR LA REPÚBLICA (44)",31,30,29,26,26
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",23,23,-,31,30
"VAMOS CORRIENTES (46)",13,11,11,8,8
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",141,133,131,120,127
"PARTIDO AGRARIO Y SOCIAL (49)",49,47,-,63,60
"SOCIALISTA (50)",14,14,14,11,11
"LIBERAL (51)",93,93,90,84,86
"AUTONOMISTA (52)",55,52,47,46,46
"DE LA VICTORIA (54)",23,25,25,29,26
"PROYECTO CORRIENTES (57)",39,40,-,59,50
"PRO - PROPUESTA REPUBLICANA (64)",74,72,48,66,66
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",3,4,6,11,11
"NUEVO (90)",64,62,61,61,63
"POPULAR CORRENTINO (169)",127,120,114,113,114
"CRECER CON TODOS (170)",41,36,36,29,29
"UNIÓN CELESTE Y BLANCO (173)",26,26,-,30,30
"COMPROMISO CORRENTINO (175)",17,17,-,25,23
"KOLINA (192)",15,15,15,18,18
"INTEGRACIÓN CORRENTINA (36)",-,-,-,44,46
"NUEVA CORRIENTES (41)",-,-,-,7,6
"Votos en Blanco",76,196,232,169,208
"Votos Nulos",78,48,48,47,58
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
