partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",39,32,33,32,31
"JUSTICIALISTA (2)",332,371,571,418,529
"UNIÓN CÍVICA RADICAL (3)",575,550,549,556,545
"MOVIMIENTO SIEMPRE CORRIENTES (4)",24,22,22,22,21
"DEMÓCRATA CRISTIANO (5)",16,17,17,21,26
"DE LA CONCERTACIÓN - FORJA (7)",7,7,6,6,6
"FEDERAL (8)",56,57,-,63,-
"DEMÓCRATA PROGRESISTA (9)",17,17,16,16,17
"RENOVADOR FEDERAL (10)",101,110,113,121,-
"LADRILLEROS UNIDOS (11)",29,29,29,26,25
"COMUNISTA (12)",19,19,-,27,27
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",25,26,24,26,24
"ACCIÓN POR CORRIENTES (14)",20,20,20,19,20
"UNIDOS POR CORRIENTES (15)",19,18,17,17,17
"LABORISTA AUTÓNOMO (17)",11,11,11,11,11
"ELI - ENCUENTRO LIBERAL (18)",28,26,26,27,24
"CAMBIO POPULAR (19)",5,6,6,-,-
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",17,18,-,21,-
"CONVOCATORIA POPULAR (21)",10,10,-,11,15
"FE (23)",2,3,3,3,3
"NUESTRA CAUSA (24)",42,46,47,48,-
"UNION POPULAR (25)",10,8,8,8,8
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",31,31,31,-,24
"ENCUENTRO CORRELIGIONARIO (27)",26,25,24,24,23
"CAMBIO AUSTERIDAD Y PROGRESO (28)",11,11,11,11,11
"DEL TRABAJO Y DEL PUEBLO (29)",16,16,16,20,17
"CIUDADANOS A GOBERNAR (30)",19,19,19,18,18
"CONSERVADOR POPULAR (31)",21,21,21,21,19
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",14,14,14,13,7
"NUEVO PAIS (33)",30,28,-,51,113
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",48,47,47,48,48
"TERCERA POSICIÓN (35)",11,11,11,11,11
"UNIÓN CORRENTINA (37)",14,13,13,12,12
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",58,56,58,57,57
"UNIÓN PARA EL DESARROLLO (42)",5,5,5,4,4
"NORTE GRANDE (43)",9,6,6,6,6
"ACCIÓN POR LA REPÚBLICA (44)",16,16,16,16,17
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",0,0,-,0,-
"VAMOS CORRIENTES (46)",374,337,336,340,340
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",22,20,20,20,21
"PARTIDO AGRARIO Y SOCIAL (49)",5,5,-,-,-
"SOCIALISTA (50)",10,10,10,9,9
"LIBERAL (51)",21,19,19,16,17
"AUTONOMISTA (52)",16,14,14,14,15
"DE LA VICTORIA (54)",13,14,14,14,-
"PROYECTO CORRIENTES (57)",34,34,-,38,37
"PRO - PROPUESTA REPUBLICANA (64)",24,22,22,22,22
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",13,13,13,13,-
"NUEVO (90)",0,0,0,0,0
"POPULAR CORRENTINO (169)",78,79,82,75,76
"CRECER CON TODOS (170)",53,53,53,52,52
"UNIÓN CELESTE Y BLANCO (173)",31,30,-,29,-
"COMPROMISO CORRENTINO (175)",8,9,-,9,-
"KOLINA (192)",25,25,25,27,26
"MOVIMIENTO LIBRES DEL SUR (40)",-,-,-,67,63
"Votos en Blanco",148,205,213,80,220
"Votos Nulos",41,18,18,18,15
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
