partido,gobernador,senadores,diputados,intendente,concejales
"MOVIMIENTO INTEGRACIÓN Y DESARROLLO (1)",26,24,22,22,21
"JUSTICIALISTA (2)",63,65,204,84,77
"UNIÓN CÍVICA RADICAL (3)",409,384,385,336,335
"MOVIMIENTO SIEMPRE CORRIENTES (4)",29,28,27,23,23
"DEMÓCRATA CRISTIANO (5)",18,16,15,26,19
"DE LA CONCERTACIÓN - FORJA (7)",22,19,19,17,18
"FEDERAL (8)",11,10,-,16,14
"DEMÓCRATA PROGRESISTA (9)",20,21,21,21,22
"RENOVADOR FEDERAL (10)",23,25,24,31,24
"LADRILLEROS UNIDOS (11)",35,34,34,31,32
"COMUNISTA (12)",15,16,-,15,19
"NUEVO ENCUENTRO POR LA DEM. Y LA EQUIDAD (13)",24,26,28,8,8
"ACCIÓN POR CORRIENTES (14)",19,19,18,16,16
"UNIDOS POR CORRIENTES (15)",29,26,26,25,25
"LABORISTA AUTÓNOMO (17)",18,17,17,17,17
"ELI - ENCUENTRO LIBERAL (18)",35,33,33,32,31
"CAMBIO POPULAR (19)",4,4,4,9,10
"UNIÓN DE CENTRO DEMOCRÁTICO - U.C.D.- (20)",9,9,-,13,12
"CONVOCATORIA POPULAR (21)",4,4,-,4,-
"FE (23)",5,5,6,7,-
"NUESTRA CAUSA (24)",2,2,2,4,4
"UNION POPULAR (25)",30,27,27,23,23
"DE LA CULTURA, LA EDUCACIÓN Y EL TRABAJO (26)",13,13,13,18,19
"ENCUENTRO CORRELIGIONARIO (27)",34,34,34,32,32
"CAMBIO AUSTERIDAD Y PROGRESO (28)",10,10,10,10,10
"DEL TRABAJO Y DEL PUEBLO (29)",25,24,24,28,27
"CIUDADANOS A GOBERNAR (30)",25,23,21,22,22
"CONSERVADOR POPULAR (31)",19,19,19,18,18
"CIUDADANOS COMPROMETIDOS (CI.CO) (32)",27,25,27,22,24
"NUEVO PAIS (33)",21,22,-,33,33
"ACCIÓN POPULAR DE LOS TRABAJADORES (34)",8,8,8,8,8
"TERCERA POSICIÓN (35)",0,0,0,1,-
"UNIÓN CORRENTINA (37)",13,12,12,12,12
"MOV. PARA LA IGUALDAD DE OPORTUNIDADES  - M.I.O.- (39)",18,18,18,18,18
"UNIÓN PARA EL DESARROLLO (42)",13,12,12,11,11
"NORTE GRANDE (43)",11,10,10,9,9
"ACCIÓN POR LA REPÚBLICA (44)",14,14,13,12,12
"POLÍTICA ABIERTA PARA LA INTEGRIDAD SOC. (P.A.I.S.) (45)",10,10,-,18,17
"VAMOS CORRIENTES (46)",33,31,30,30,29
"AFIRMACIÓN PARA UNA REP. IGUALITARIA (A.R.I.) (47)",108,106,103,101,105
"PARTIDO AGRARIO Y SOCIAL (49)",30,30,-,34,35
"SOCIALISTA (50)",24,24,24,24,24
"LIBERAL (51)",60,58,58,56,56
"AUTONOMISTA (52)",30,30,30,29,30
"DE LA VICTORIA (54)",13,12,12,11,12
"PROYECTO CORRIENTES (57)",28,31,-,43,42
"PRO - PROPUESTA REPUBLICANA (64)",60,54,54,50,51
"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR (72)",6,5,6,8,8
"NUEVO (90)",24,24,24,22,22
"POPULAR CORRENTINO (169)",75,70,70,69,67
"CRECER CON TODOS (170)",36,31,31,29,29
"UNIÓN CELESTE Y BLANCO (173)",12,12,-,15,15
"COMPROMISO CORRENTINO (175)",4,4,-,6,5
"KOLINA (192)",13,12,7,12,12
"INTEGRACIÓN CORRENTINA (36)",-,-,-,26,26
"NUEVA CORRIENTES (41)",-,-,-,10,18
"Votos en Blanco",51,122,140,95,116
"Votos Nulos",31,25,27,27,25
"Votos Recurridos",0,0,0,0,0
"Votos de Identidad Impugnada",0,-,-,-,-
